StudentComments,sent_pretrained,target
good,pos,pos
can't teach anything at all.,neg,neg
good,pos,pos
he is a awesome professor!! the class was kind of hard but he made it easy.,pos,pos
he is a good teacher,pos,pos
i love her! she’s the best faculty i came across.sometimes gets over excited but still the best! best wishes,pos,pos
good,pos,pos
good,pos,pos
he is very good faculty,pos,pos
j,neu,neu
cool,pos,pos
good,pos,pos
i appreciated ahmed farhad's teaching method.,pos,pos
she is a very good teacher.,pos,pos
very good,pos,pos
good,pos,pos
average,neu,neu
nice teacher,pos,pos
he is overally a very good teacher.,pos,pos
perfect,pos,pos
good teacher,pos,pos
great teacher,pos,pos
good,pos,pos
good,pos,pos
agree,neu,neu
good,pos,pos
well,neu,neu
why is good in a person.he is trying to give his best but his teaching method is very productive.and easily catch up his speech,pos,pos
he is good,pos,pos
excellent teacher,pos,pos
need to supportive mentality those are serviceholder,neu,neu
good teacher,pos,pos
rude,neg,neg
nothing,neu,neu
so good.,pos,pos
one of the best faculty.,pos,pos
good faculty,pos,pos
good teacher,pos,pos
all good,pos,pos
good teacher,pos,pos
sir is very nice,pos,pos
he is an excellent teacher with wide experience.,pos,pos
good,pos,pos
best teacher of aiub,pos,pos
good teacher,pos,pos
he is really a good teacher.,pos,pos
need improvement.,neu,neu
good,pos,pos
good teacher,pos,pos
good teacher,pos,pos
one of the very good teachers,pos,pos
"very helpful and friendly teacher.i loves his lectures.sir, take care us very much",pos,pos
nice teaching system.,pos,pos
"excellent teacher with a rather motivating personality. i am glad i had classes with her, i wouldn't have met such an extraordinary person and idol.",pos,pos
she is a very good teacher.,pos,pos
nice,pos,pos
he is a very good teacher,pos,pos
i wont comment. this is 2nd time i'm doing this lengthy stuff. whats wrong with this site :|,neg,neg
well,neu,neu
good faculty,pos,pos
good teacher,pos,pos
a nice teacher and warm behavior,pos,pos
very good,pos,pos
good,pos,pos
good,pos,pos
very good,pos,pos
very well faculty from all sides !!,pos,pos
good,pos,pos
best,pos,pos
good,pos,pos
very genius faculty with a great personality,pos,pos
best teacher,pos,pos
he is good teacher,pos,pos
very good facultym,pos,pos
great teacher.,pos,pos
conduct very tactfully and efficiently. also encourage students to ask questions. moreover students are provided with the clear concepts about the lessons.,pos,pos
very good teacher and my favourite,pos,pos
sir is the best,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
no coments about him.,neu,neu
overall sir is nice teacher,pos,pos
"superb.one of the best faculty in aiub,.love him.",pos,pos
i just did.,neu,neu
she i my favourite mam,pos,pos
good,pos,pos
great person!,pos,pos
good faculty.,pos,pos
best faculty,pos,pos
good,pos,pos
mem' behave is really too good. she is one of the best faculty in finance at aiub.,pos,pos
very nice teacher. and very smart.,pos,pos
good,pos,pos
boss,neu,neu
excellent,pos,pos
one of the best teacher in aiub carrie.,pos,pos
we are blessed to have a faculty like him,pos,pos
"dear sir, you are one of the most amazing teacher in aiub. it's always a pleasure to attend your class",pos,pos
very good teacher,pos,pos
one of the best faculty,pos,pos
good,pos,pos
i like him as a good teacher.,pos,pos
good,pos,pos
he is a good teacher.,pos,pos
she's a good teacher. helps us to make our lab task easy.,pos,pos
very good at teaching,pos,pos
a good teacher,pos,pos
very good,pos,pos
he is a good teacher,pos,pos
can not understand language,neg,neg
"as a new teacher, she is enough skill than a new teacher. after taking more class, her skill will increase. that not means, her lecture is bad & not help to our study.",neu,neu
very good faculty,pos,pos
good,pos,pos
well,neu,neu
good,pos,pos
he is a very good teacher. i like him a lot.,pos,pos
no comnent,neu,neu
worst sir,neg,neg
good,pos,pos
no cmnts,neu,neu
he has some good teaching skills.,pos,pos
he is a good teacher.,pos,pos
good,pos,pos
nice,pos,pos
good,pos,pos
best faculty,pos,pos
best one faculty in aiub.,pos,pos
shows interest and dedication to teaching,pos,pos
good,pos,pos
obviously world best teacher. really aiub has an awesome teacher.,pos,pos
good,pos,pos
nc,neu,neu
excellent,pos,pos
good teacher,pos,pos
strongly agree,pos,pos
great faculty :),pos,pos
good,pos,pos
mam give example from the real world and we catch the lesson very easily,neu,neu
good,pos,pos
he is a good and helpful faculty,pos,pos
he is good,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher.,pos,pos
good teacher,pos,pos
very good faculty,pos,pos
ok,neu,neu
good,pos,pos
he is well mannered and kind overall.,pos,pos
good,pos,pos
"very good, helpful and friendly teacher.",pos,pos
he is a very good teacher.,pos,pos
he is a very good sir,pos,pos
agree,neu,neu
very good,pos,pos
best teacher,pos,pos
good,pos,pos
she is such a good teacher.,pos,pos
good man,pos,pos
good,pos,pos
best,pos,pos
she is an excellent teacher.,pos,pos
i agree.,neu,neu
good,pos,pos
best faculty,pos,pos
good teacher in aiub,pos,pos
ok,neu,neu
an excellent teacher.,pos,pos
good,pos,pos
a,neu,neu
"mr. showkat ali is one of the worst faculty in aiub. as i am an mba student, he does not know how to talk professionally.",neg,neg
good,pos,pos
he is a good sir and a very helpful one but interacting with him is a bit difficult at times due to his angry nature,neu,neu
he is a very decent faculty,pos,pos
very good teacher,pos,pos
sir is good with his job,pos,pos
good teacher,pos,pos
good,pos,pos
avarage good,neu,neu
best faculty,pos,pos
he is a good faculty. :),pos,pos
good,pos,pos
good,pos,pos
nice,pos,pos
best,pos,pos
kicchu pare na,neu,neu
good,pos,pos
good,pos,pos
i think he is one in aiub who can read the student mind.he knows what a student actually.i think aiub need such type of scholar teacher those who can provide us knowledge.,pos,pos
best,pos,pos
a good teacher,pos,pos
good,pos,pos
yes,pos,pos
great,pos,pos
excellent,pos,pos
agree,neu,neu
he is very unpredictable.,neg,neg
like her,neu,neu
he is a very good person.,pos,pos
best faculty,pos,pos
good,pos,pos
jony sir is sooo good teacher. he is very friendly to us.his lectures are so interesting :),pos,pos
good,pos,pos
good,pos,pos
she is good in teaching.,pos,pos
awesome.best faculty ever,pos,pos
best,pos,pos
good,pos,pos
good,pos,pos
she is very nice,pos,pos
he is a good teacher,pos,pos
it is my honor to do something under his supervision.,pos,pos
gud teacher,pos,pos
had an great experience of learning with him,pos,pos
good,pos,pos
good,pos,pos
very good teacher,pos,pos
very good,pos,pos
he should have more knowledge about a.i field in bangladesh.,neu,neu
good,pos,pos
good,pos,pos
good faculty,pos,pos
good,pos,pos
mr. noor is an excellent teacher.,pos,pos
good,pos,pos
good teacher,pos,pos
she is a good teacher.,pos,pos
very good,pos,pos
good,pos,pos
good teacher,pos,pos
good,pos,pos
good teacher.,pos,pos
good,pos,pos
satisfactory,neu,neu
good,pos,pos
nice teacher,pos,pos
sir is too good.,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
well,neu,neu
"very much helpful, possesses good knowledge over calculus.",pos,pos
"he is good. but we should have faculties like ""maksudur rahman"" sir in all our accounting finance major courses.",pos,pos
she is perfect for this subject.,pos,pos
no,neu,neu
excellent,pos,pos
excellent,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
no thing to say.,neu,neu
good,pos,pos
good-hearted people.,pos,pos
agree,neu,neu
he is a very good teacher.,pos,pos
gd,neu,neu
good,pos,pos
sir is the best.,pos,pos
sir is awesome.,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
good teacher,pos,pos
"shihab sir is so wholesome.i love him.he is one of the best things i got from aiub :).i hope in near future course after this, i can show him my worth and get acknowledged by him.",pos,pos
best teacher for math.personally i feel she is best for math.,pos,pos
good,pos,pos
nothing to say.,neu,neu
awesome,pos,pos
best faculty in aiub,pos,pos
very good,pos,pos
good,pos,pos
"jolly minded,good at teaching,understanding,polite",pos,pos
madam is good.,pos,pos
best,pos,pos
thanks,pos,pos
good teacher,pos,pos
good,pos,pos
very good,pos,pos
his english skill is so good and he is a good faculty.,pos,pos
"best teacher , onk vlo kore bhujai and vlo guide den",pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
"dr. marufuzzaman sir is very effective in his teaching. not many ta’s are able to stimulate the students to the extent he does, so he provides a great environment to learn. as a teacher, maruf sir has great communication skills in that explanations are short and helpful. he's my favorite teacgher .we miss him a lot after the departure of him to outside country.",pos,pos
good,pos,pos
best faculty,pos,pos
she is good. need some more experience!,pos,pos
excellent teacher.,pos,pos
sir best,pos,pos
i think she is good,pos,pos
good,pos,pos
sir is really great,pos,pos
good,pos,pos
good,pos,pos
much friendly and a nice person to talk!,pos,pos
g,neu,neu
she's the best!,pos,pos
good teacher,pos,pos
he is a great teacher,pos,pos
he is a super man,pos,pos
good faculty,pos,pos
he is just awesome.we love you sir.,pos,pos
a good person as well as good mentor and teacher.,pos,pos
good,pos,pos
good faculty,pos,pos
good,pos,pos
good instructor,pos,pos
"average. not energetic,doesn't upload notes/lectures,doesn't interact with students,questionable classroom management. very fluent in english,has great knowledge over the subject. best wishes :)",pos,pos
can't understand lesson properly.good,neg,neg
good,pos,pos
good,pos,pos
he is overall good.,pos,pos
good instructor.,pos,pos
good teacher,pos,pos
he as ecxilent knowledhe about the subject. excillent,neu,neu
very well behaved and understanding,pos,pos
need to be more frank to the student so they could understand the topic properly,neu,neu
one of the best teacher in aiub.,pos,pos
pleasing,neu,neu
good,pos,pos
best,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
faculty is very helpful,pos,pos
good,pos,pos
explain everything clearly,neu,neu
he has to change his method of teaching,neu,neu
good teacher,pos,pos
too long classes.,neg,neg
good,pos,pos
she is a very good teacher,pos,pos
nazmul sir is one of my favorite sir. his teach us very well and he also motivate us.he gives us many important information to get good marks.,pos,pos
ok,neu,neu
good,pos,pos
she is clear about every topic and what she wants students to learn.,pos,pos
best faculty.,pos,pos
good instructor,pos,pos
nice teacher,pos,pos
teaching power is good,pos,pos
no commence,neu,neu
a very nice person.and a good teacher indeed.,pos,pos
great,pos,pos
agree,neu,neu
he is a good teacher,pos,pos
very good,pos,pos
everything going right way.thats it,pos,pos
good,pos,pos
he is a good teacher,pos,pos
is a good teacher,pos,pos
good,pos,pos
good,pos,pos
he is an idol teacher,neu,neu
very good,pos,pos
"should communicate more with students to know their actual problems. by the way,all the faculties of vr are cool,kind,helpful",pos,pos
boss of java,neu,neu
awesome,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
i like her teaching quality,pos,pos
good,pos,pos
best,pos,pos
good,pos,pos
good teacher,pos,pos
"best faculty, overall very good.",pos,pos
we like our teacher,pos,pos
she is an excellent faculty.there is nothing lack of her.,pos,pos
not fully satisfied,neg,neg
nice teacher,pos,pos
good,pos,pos
cant teach,neg,neg
very much satisfied,pos,pos
great,pos,pos
he is a good teacher.,pos,pos
he is a good teacher,pos,pos
good,pos,pos
she is really a good teacher that i ever seen.,pos,pos
good,pos,pos
not so good,neg,neg
we do not understand what he say,neg,neg
good,pos,pos
wow,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
very good,pos,pos
bithi paul mam's teaching methods are great. very clear and concise. doesn’t waste your time explaining meaningless background information and always lectures with the intent to help you understand the material.,pos,pos
good teacher,pos,pos
verry good,pos,pos
she is a good miss,pos,pos
good,pos,pos
good,pos,pos
shahadat hossain sir is so much friendly to his students.,pos,pos
good,pos,pos
great lecture quality and helpful.,pos,pos
he is good,pos,pos
good,pos,pos
she is a good teacher.,pos,pos
ayesha madam nd abhijit sir. sheely madam teaches us so good farah madam teaches us so good.,pos,pos
not bad,neu,neu
his teaching is good.,pos,pos
funny teacher.he has a nice warn heart,pos,pos
best faculty,pos,pos
good,pos,pos
good,pos,pos
everything is allright,pos,pos
he is the best teacher in cs department.,pos,pos
good teacher,pos,pos
work so hard for students,pos,pos
good,pos,pos
its nice to be a student of this teacher!!,pos,pos
"so much good , i love this faculty",pos,pos
good,pos,pos
tariqul sir explains experiments properly.,neu,neu
not good as well as,neg,neg
good,pos,pos
good,pos,pos
she is a good lecturer. as a internship student i would like to say her teaching techniques are excellent.,pos,pos
